,country,map_year,weights
483,United Kingdom,2011,131.41666666666669
484,Ireland,2011,123.91666666666667
485,Hungary,2011,90.5
486,Switzerland ita,2011,105.5
487,Italy,2011,108.0
488,Slovakia,2011,37.0
489,Bulgaria,2011,75.0
490,Japan,2011,66.0
491,Norway,2011,30.0
492,Sweden,2011,30.0
493,Israel,2011,8.0
494,China,2011,123.0
495,Macedonia,2011,57.0
496,Australia,2011,4.5
497,Brazil,2011,4.0
498,Denmark,2011,46.5
499,Estonia,2011,11.0
500,India,2011,8.0
501,Turkey,2011,12.0
502,Canada,2011,12.0
503,Taiwan,2011,18.0
504,Ukraine,2011,24.0
505,Lithuania,2011,8.0
506,Uzbekistan,2011,1.0
507,Portugal,2011,8.0
508,Latvia,2011,19.0
509,Finland,2011,1.0
510,Bangladesh,2011,3.0
511,Iran,2011,6.0
512,Mexico,2011,18.25
513,Byelarus,2011,6.0
514,Venezuela,2011,1.0
515,Argentina,2011,5.083333333333334
516,Vietnam,2011,13.0
517,Greece,2011,6.0
518,Colombia,2011,1.3333333333333333
519,Philippines,2011,5.0
520,Albania,2011,9.0
521,Iraq,2011,2.0
522,Thailand,2011,3.0
523,Pakistan,2011,2.5
524,Mongolia,2011,3.0
525,Chile,2011,1.0
526,Indonesia,2011,1.0
527,United Arab Emirates,2011,1.0
528,Ethiopia,2011,5.0
529,Sri Lanka,2011,3.0
